date,text,id,stance ,location,clean text,tokens,City
3/5/2020 15:46,في اكتتاب ارامكو احسب اني بصير غني بسببه,1.24e+18,Natural,"الرياض, المملكة العربية السعودية",في اكتاب ارامكو احسب اني بصير غني بسبه,"['في', 'اكتاب', 'ارامكو', 'احسب', 'اني', 'بصير', 'غني', 'بسبه']",Riyadh
3/4/2020 16:27,طريقة تفكيرك جد متخلفة واليوم العالم كله خرج من عزلته وأصبح يصطاد العلماء والخبرات ويقوم بتوظيفها في بلاده للإستفادة منها وانت حسابها عيب ملاحظة :آخر اكتتاب طرحته أرامكو جلب أكثر من 2 تريليون دولار وهو سابقة في تاريخ الشركات القابضة وهذا داخل السعودية فقط وقريب تطرح خارجها.,1.24e+18,Positive,سطيف (الجزائر)🇩🇿🇩🇿,طريقه تفكيرك جد متخلفه واليوم العالم كله خرج من عزلته واصبح يصطاد العلماء والخبرات ويقوم بتوظيفها في بلاده لاستفاده منها وانت حسابها عيب ملاحظه اخر اكتاب طرحته ارامكو جلب اكثر من 2 تريليون دولار وهو سابقه في تاريخ الشركات القابضه وهذا داخل السعوديه فقط وقريب تطرح خارجها,"['طريقه', 'تفكيرك', 'جد', 'متخلفه', 'واليوم', 'العالم', 'كله', 'خرج', 'من', 'عزلته', 'واصبح', 'يصطاد', 'العلماء', 'والخبرات', 'ويقوم', 'بتوظيفها', 'في', 'بلاده', 'لاستفاده', 'منها', 'وانت', 'حسابها', 'عيب', 'ملاحظه', 'اخر', 'اكتاب', 'طرحته', 'ارامكو', 'جلب', 'اكثر', 'من', '2', 'تريليون', 'دولار', 'وهو', 'سابقه', 'في', 'تاريخ', 'الشركات', 'القابضه', 'وهذا', 'داخل', 'السعوديه', 'فقط', 'وقريب', 'تطرح', 'خارجها']",Other Country
3/4/2020 14:01,اللحين اكتتاب ارامكواً وش صار عليهً نستناهً ولا وش وضعه #أرامكو,1.24e+18,Natural,Not Given,الحين اكتاب ارامكواً وش صار عليهً نستناهً ولا وش وضعه ارامكو,"['الحين', 'اكتاب', 'ارامكوا', 'وش', 'صار', 'عليه', 'نستناه', 'ولا', 'وش', 'وضعه', 'ارامكو']",Not Given
3/4/2020 12:36,"وين كانت الموضوعية أيام اكتتاب أوامكو كنت تحمس العالم فيها ..اتذكر بعدها ظهرت في اذاعة يو اف ام وتغير كلامك عن أرامكو وقلت فيما معناه ""الان الاكتتاب خلص وترى ارامكو أرباحها متوقع بأن لاتكون مثل ماضيها...الخ"" احترم شخصك ولو اختلفت معك في نسبة الموضوعية لك",1.24e+18,Negative,Not Given,وين كانت الموضوعيه ايام اكتاب اوامكو كنت تحمس العالم فيها اتذكر بعدها ظهرت في اذاعه يو اف ام وتغير كلامك عن ارامكو وقلت فيما معناه الان الاكتاب خلص وتري ارامكو ارباحها متوقع بان لاتكون مثل ماضيهالخ احترم شخصك ولو اختلفت معك في نسبه الموضوعيه لك,"['وين', 'كانت', 'الموضوعيه', 'ايام', 'اكتاب', 'اوامكو', 'كنت', 'تحمس', 'العالم', 'فيها', 'اتذكر', 'بعدها', 'ظهرت', 'في', 'اذاعه', 'يو', 'اف', 'ام', 'وتغير', 'كلامك', 'عن', 'ارامكو', 'وقلت', 'فيما', 'معناه', 'الان', 'الاكتاب', 'خلص', 'وتري', 'ارامكو', 'ارباحها', 'متوقع', 'بان', 'لاتكون', 'مثل', 'ماضيهالخ', 'احترم', 'شخصك', 'ولو', 'اختلفت', 'معك', 'في', 'نسبه', 'الموضوعيه', 'لك']",Not Given
3/4/2020 10:39,اكتتاب ارامكو طلع لنا فضايح الناس دول اللي دايم يشتكوا م عندهم شي ,1.24e+18,Natural,جدة,اكتاب ارامكو طلع لنا فضايح الناس دول الي دايم يشتكوا م عندهم شي ,"['اكتاب', 'ارامكو', 'طلع', 'لنا', 'فضايح', 'الناس', 'دول', 'الي', 'دايم', 'يشتكوا', 'م', 'عندهم', 'شي']",Jeddah
3/3/2020 22:57,حساب المواطن: اكتتاب أرامكو: قائمة البنوك المشاركة في اكتتاب أرا... https://hisabalmuatinca.blogspot.com/2019/11/blog-post.html?spref=tw,1.23e+18,Natural,Not Given,حساب المواطن اكتاب ارامكو قائمه البنوك المشاركه في اكتاب ارا ,"['حساب', 'المواطن', 'اكتاب', 'ارامكو', 'قائمه', 'البنوك', 'المشاركه', 'في', 'اكتاب', 'ارا']",Not Given
3/3/2020 20:18,بنك سامبا لم يستفد من اكتتاب أرامكو، كيف يستفيد الجزيرة من اندماج المتردية والنطيحة!,1.23e+18,Natural,Kingdom of Saudi Arabia,بنك سامبا لم يستفد من اكتاب ارامكو كيف يستفيد الجزيره من اندماج المترديه والنطيحه,"['بنك', 'سامبا', 'لم', 'يستفد', 'من', 'اكتاب', 'ارامكو', 'كيف', 'يستفيد', 'الجزيره', 'من', 'اندماج', 'المترديه', 'والنطيحه']",Not Given
3/3/2020 19:49,أرامكو تخطط لطرح اكتتاب جديد خارج الرياض.. ما خطورة ذلك؟ ,1.23e+18,Natural,لندن,ارامكو تخط لطرح اكتاب جديد خارج الرياض ما خطوره ذلك ,"['ارامكو', 'تخط', 'لطرح', 'اكتاب', 'جديد', 'خارج', 'الرياض', 'ما', 'خطوره', 'ذلك']",Other Country
3/3/2020 18:39,لحظه قبل اروح اذاكر وش صار على اكتتاب ارامكو؟,1.23e+18,Natural,Not Given,لحظه قبل اروح اذاكر وش صار علي اكتاب ارامكو,"['لحظه', 'قبل', 'اروح', 'اذاكر', 'وش', 'صار', 'علي', 'اكتاب', 'ارامكو']",Not Given
3/3/2020 18:04,(وكما قلنا اذا كان السهم جديد يتم طرحه عن طريق *السوق الأولية* كأكتتاب مثل اكتتاب أرامكو، ,1.23e+18,Natural,"London, England",وكما قلنا اذا كان السهم جديد يتم طرحه عن طريق السوق الاوليه كاكتاب مثل اكتاب ارامكو ,"['وكما', 'قلنا', 'اذا', 'كان', 'السهم', 'جديد', 'يتم', 'طرحه', 'عن', 'طريق', 'السوق', 'الاوليه', 'كاكتاب', 'مثل', 'اكتاب', 'ارامكو']",Other Country
3/3/2020 16:40,تعمل *السوق الرئيسيّة* على بيع الأوراق الجديدة للمرة الأولى عن طريق تطبيق مجموعة من عروض الاكتتاب(مثل اكتتاب أرامكو)، وغالباً ما يحصل المُؤسّسون من المستثمرين على أغلب الأوراق الماليّة،,1.23e+18,Natural,Not Given,تعمل السوق الرئيسيّه علي بيع الاوراق الجديده لمره الاولي عن طريق تطبيق مجموعه من عروض الاكتابمثل اكتاب ارامكو وغالباً ما يحصل المُؤسّسون من المستثمرين علي اغلب الاوراق الماليّه,"['تعمل', 'السوق', 'الرئيسي', 'ه', 'علي', 'بيع', 'الاوراق', 'الجديده', 'لمره', 'الاولي', 'عن', 'طريق', 'تطبيق', 'مجموعه', 'من', 'عروض', 'الاكتابمثل', 'اكتاب', 'ارامكو', 'وغالبا', 'ما', 'يحصل', 'الم', 'ؤس', 'سون', 'من', 'المستثمرين', 'علي', 'اغلب', 'الاوراق', 'المالي', 'ه']",Not Given
3/3/2020 15:07,وش صار على اكتتاب أرامكو متى تجينا فلوس باختصار,1.23e+18,Positive,Riyadh,وش صار علي اكتاب ارامكو متي تجينا فلوس باختصار,"['وش', 'صار', 'علي', 'اكتاب', 'ارامكو', 'متي', 'تجينا', 'فلوس', 'باختصار']",Riyadh
3/3/2020 13:30,لمن فاته حضور لقاء : دور مكاتب المحاماة في تقديم الاستشارات القانونية لطرح الورقة المالية: اكتتاب أرامكو مثالاً. بث مباشر للقاء. ,1.23e+18,Natural,Not Given,لمن فاته حضور لقاء دور مكاتب المحاماه في تقديم الاستشارات القانونيه لطرح الورقه الماليه اكتاب ارامكو مثالاً بث مباشر لقاء ,"['لمن', 'فاته', 'حضور', 'لقاء', 'دور', 'مكاتب', 'المحاماه', 'في', 'تقديم', 'الاستشارات', 'القانونيه', 'لطرح', 'الورقه', 'الماليه', 'اكتاب', 'ارامكو', 'مثالا', 'بث', 'مباشر', 'لقاء']",Not Given
3/3/2020 12:54,حقين اكتتاب ارامكو شصار عليكم الحمدلله اني مفلسه وماصرت منكم.,1.23e+18,Negative,KSA _ SDN,حقين اكتاب ارامكو شصار عليكم الحمدله اني مفلسه وماصرت منكم,"['حقين', 'اكتاب', 'ارامكو', 'شصار', 'عليكم', 'الحمدله', 'اني', 'مفلسه', 'وماصرت', 'منكم']",Other Country
3/3/2020 11:18,وهل نجحت خطة اكتتاب #ارامكو حتى يتم استنساخها لدينا #yasqotHamad,1.23e+18,Negative,"Leeds, England",وهل نجحت خطه اكتاب ارامكو حتي يتم استنساخها لدينا yasqotHamad,"['وهل', 'نجحت', 'خطه', 'اكتاب', 'ارامكو', 'حتي', 'يتم', 'استنساخها', 'لدينا', 'yasqotHamad']",Other Country
3/3/2020 10:54,لا أعلم .... بعد أكتتاب ارامكو وهو الأكبر من ناحية عدد الأفراد خلال 10 سنوات بعد جبل عمر فيه محافظ راح تكتتب ايضاً في هذا الأكتتاب ،، اذا تجاوزت 15 % راح يكون التخصيص واحد سواءً أكتتبت بـ 10 أسهم أو كامل الكمية * العفو,1.23e+18,Natural,Kingdom of Saudi Arabia,لا اعلم بعد اكتاب ارامكو وهو الاكبر من ناحيه عد الافراد خلال 10 سنوات بعد جبل عمر فيه محافظ راح تكتب ايضاً في هذا الاكتاب اذا تجاوزت 15 راح يكون التخصيص واحد سواءً اكتبت ب 10 اسهم او كامل الكميه العفو,"['لا', 'اعلم', 'بعد', 'اكتاب', 'ارامكو', 'وهو', 'الاكبر', 'من', 'ناحيه', 'عد', 'الافراد', 'خلال', '10', 'سنوات', 'بعد', 'جبل', 'عمر', 'فيه', 'محافظ', 'راح', 'تكتب', 'ايضا', 'في', 'هذا', 'الاكتاب', 'اذا', 'تجاوزت', '15', 'راح', 'يكون', 'التخصيص', 'واحد', 'سواء', 'اكتبت', 'ب', '10', 'اسهم', 'او', 'كامل', 'الكميه', 'العفو']",Not Given
3/3/2020 9:35,"مجموعة الحكير تم التوصية عليه اثناء الهبوط الذي صاحب اكتتاب ارامكو بسعر 14,90 وحقق السهم سعر 20,80 وحالياً مع هالتراجعات بسبب ازمة كورونا السهم يقف عند سعر 15 فرصة لاقتناصة او زيادة الكميات ..",1.23e+18,Negative,البحرين المحتلة  ,مجموعه الحكير تم التوصيه عليه اثناء الهبوط الذي صاحب اكتاب ارامكو بسعر 1490 وحق السهم سعر 2080 وحالياً مع هالتراجعات بسب ازمه كورونا السهم يقف عند سعر 15 فرصه لاقتناصه او زياده الكميات ,"['مجموعه', 'الحكير', 'تم', 'التوصيه', 'عليه', 'اثناء', 'الهبوط', 'الذي', 'صاحب', 'اكتاب', 'ارامكو', 'بسعر', '1490', 'وحق', 'السهم', 'سعر', '2080', 'وحاليا', 'مع', 'هالتراجعات', 'بسب', 'ازمه', 'كورونا', 'السهم', 'يقف', 'عند', 'سعر', '15', 'فرصه', 'لاقتناصه', 'او', 'زياده', 'الكميات']",Other Country
3/3/2020 7:47,"سهم سيرا سبق التوصية عليه اثناء الهبوط الذي صاحب اكتتاب ارامكو بسعر 17,80 وحقق سعر 23,70 وحاليا مع موجة الهبوط لمن باع بربح عندما ارتفع الله يبارك له .. لكن كمستثمر اعتقد السهم مع موجة الهبوط الحالية فرصة لزيادة الكميات او الاختفاظ به لمن يملك السهم",1.23e+18,Negative,Not Given,سهم سيرا سبق التوصيه عليه اثناء الهبوط الذي صاحب اكتاب ارامكو بسعر 1780 وحق سعر 2370 وحاليا مع موجه الهبوط لمن باع بربح عندما ارتفع اله يبارك له لكن كمستثمر اعتقد السهم مع موجه الهبوط الحاليه فرصه لزياده الكميات او الاختفاظ به لمن يملك السهم,"['سهم', 'سيرا', 'سبق', 'التوصيه', 'عليه', 'اثناء', 'الهبوط', 'الذي', 'صاحب', 'اكتاب', 'ارامكو', 'بسعر', '1780', 'وحق', 'سعر', '2370', 'وحاليا', 'مع', 'موجه', 'الهبوط', 'لمن', 'باع', 'بربح', 'عندما', 'ارتفع', 'اله', 'يبارك', 'له', 'لكن', 'كمستثمر', 'اعتقد', 'السهم', 'مع', 'موجه', 'الهبوط', 'الحاليه', 'فرصه', 'لزياده', 'الكميات', 'او', 'الاختفاظ', 'به', 'لمن', 'يملك', 'السهم']",Not Given
3/3/2020 6:50,#كرونا احنا لقيناها منهم والا من اللي بتصلون علينا في اكتتاب ارامكو حتى في كرونا ينصبون ويحسدونني على الموت واسفاه حتى من الموت لا اخلو من الحسد ,1.23e+18,Natural,Not Given,كرونا احنا لقيناها منهم والا من الي بتصلون علينا في اكتاب ارامكو حتي في كرونا ينصبون ويحسدوني علي الموت واسفاه حتي من الموت لا اخلو من الحسد ,"['كرونا', 'احنا', 'لقيناها', 'منهم', 'والا', 'من', 'الي', 'بتصلون', 'علينا', 'في', 'اكتاب', 'ارامكو', 'حتي', 'في', 'كرونا', 'ينصبون', 'ويحسدوني', 'علي', 'الموت', 'واسفاه', 'حتي', 'من', 'الموت', 'لا', 'اخلو', 'من', 'الحسد']",Not Given
3/3/2020 6:47,احسن من اكتتاب ارامكو,1.23e+18,Negative,Not Given,احسن من اكتاب ارامكو,"['احسن', 'من', 'اكتاب', 'ارامكو']",Not Given
3/3/2020 4:03,التصريح الشهير خلال أيام اكتتاب أرامكو هل كان ان من لم يكتتب سيعض أصابع الندم ؟او من اكتتب سيعض أصابع الندم ؟#أرامكو,1.23e+18,Negative,Not Given,التصريح الشهير خلال ايام اكتاب ارامكو هل كان ان من لم يكتب سيعض اصابع الندم او من اكتب سيعض اصابع الندم ارامكو,"['التصريح', 'الشهير', 'خلال', 'ايام', 'اكتاب', 'ارامكو', 'هل', 'كان', 'ان', 'من', 'لم', 'يكتب', 'سيعض', 'اصابع', 'الندم', 'او', 'من', 'اكتب', 'سيعض', 'اصابع', 'الندم', 'ارامكو']",Not Given
3/2/2020 17:32,أبغى اقلك حاجة زمان كان نعطي المدرسة عشرة ريالات آخر العام بعطوني خمسين ريال اقسم بالله العظيم افضل من اكتتاب ارامكو أتمنى رسالتي وصلت تحياتي لك ,1.23e+18,Negative,Not Given,ابغي اقلك حاجه زمان كان نعطي المدرسه عشره ريالات اخر العام بعطوني خمسين ريال اقسم باله العظيم افضل من اكتاب ارامكو اتمني رسالتي وصلت تحياتي لك ,"['ابغي', 'اقلك', 'حاجه', 'زمان', 'كان', 'نعطي', 'المدرسه', 'عشره', 'ريالات', 'اخر', 'العام', 'بعطوني', 'خمسين', 'ريال', 'اقسم', 'باله', 'العظيم', 'افضل', 'من', 'اكتاب', 'ارامكو', 'اتمني', 'رسالتي', 'وصلت', 'تحياتي', 'لك']",Not Given
3/2/2020 15:41,نصيحة للمتداولين مابعد اكتتاب ارامكو واضح انهم بكثرة وجديدون على السوق المضاربة فن لايجيده الكثيرون قد تكسب مرة لكن الاكيد راح تخسر ٢٠ مرة تبي تكسب اشتر عند اشارة الدخول وبيع عن اشارة البيع ثم انتظر حتى تتكرر الفرص النتيجة تنمو محفظتك بأقل نسبة من المخاطرة #تاسي,1.23e+18,Natural,Not Given,نصيحه لمتداولين مابعد اكتاب ارامكو واضح انهم بكثره وجديدون علي السوق المضاربه فن لايجيده الكثيرون قد تكسب مره لكن الاكيد راح تخسر ٢٠ مره تبي تكسب اشتر عند اشاره الدخول وبيع عن اشاره البيع ثم انتظر حتي تكر الفرص النتيجه تنمو محفظتك باقل نسبه من المخاطره تاسي,"['نصيحه', 'لمتداولين', 'مابعد', 'اكتاب', 'ارامكو', 'واضح', 'انهم', 'بكثره', 'وجديدون', 'علي', 'السوق', 'المضاربه', 'فن', 'لايجيده', 'الكثيرون', 'قد', 'تكسب', 'مره', 'لكن', 'الاكيد', 'راح', 'تخسر', '٢٠', 'مره', 'تبي', 'تكسب', 'اشتر', 'عند', 'اشاره', 'الدخول', 'وبيع', 'عن', 'اشاره', 'البيع', 'ثم', 'انتظر', 'حتي', 'تكر', 'الفرص', 'النتيجه', 'تنمو', 'محفظتك', 'باقل', 'نسبه', 'من', 'المخاطره', 'تاسي']",Not Given
3/2/2020 14:46,". #البحرين | مستلهمة من اكتتاب أرامكو... البحرين قد تبيع حصة من أصولها النفطية 2 مارس 2020 قالت وكالة بلومبرج بأن البحرين قد تقوم بتحويل بعض أصولها من النفط والغاز الطبيعي إلى ""صندوق حكومي مقترح"" بهدف بيع حصة على… https://www.instagram.com/p/B9O_LIPBOW7/?igshid=1ph11ej352fxu",1.23e+18,Positive,Not Given, البحرين مستلهمه من اكتاب ارامكو البحرين قد تبيع حصه من اصولها النفطيه 2 مارس 2020 قالت وكاله بلومبرج بان البحرين قد تقوم بتحويل بعض اصولها من النفط والغاز الطبيعي الي صندوق حكومي مقترح بهدف بيع حصه علي ,"['البحرين', 'مستلهمه', 'من', 'اكتاب', 'ارامكو', 'البحرين', 'قد', 'تبيع', 'حصه', 'من', 'اصولها', 'النفطيه', '2', 'مارس', '2020', 'قالت', 'وكاله', 'بلومبرج', 'بان', 'البحرين', 'قد', 'تقوم', 'بتحويل', 'بعض', 'اصولها', 'من', 'النفط', 'والغاز', 'الطبيعي', 'الي', 'صندوق', 'حكومي', 'مقترح', 'بهدف', 'بيع', 'حصه', 'علي']",Not Given
3/2/2020 14:46,#سهم_أرامكو سهم مخططله ليصبح اخر اكتتاب تثق فيه وبعده تقول توبه وتعض اصابع الندم .,1.23e+18,Negative,Not Given,سهمارامكو سهم مخطله ليصبح اخر اكتاب تثق فيه وبعده تقول توبه وتعض اصابع الندم ,"['سهمارامكو', 'سهم', 'مخطله', 'ليصبح', 'اخر', 'اكتاب', 'تثق', 'فيه', 'وبعده', 'تقول', 'توبه', 'وتعض', 'اصابع', 'الندم']",Not Given
3/2/2020 14:12,اكتتاب الحبيب انجح من ارامكو؟,1.23e+18,Natural,Bahrain,اكتاب الحبيب انجح من ارامكو,"['اكتاب', 'الحبيب', 'انجح', 'من', 'ارامكو']",Other Country
3/2/2020 10:44,#اكتتاب_ارامكو احباط صراحه شكلي بخسر,1.23e+18,Negative,Not Given,اكتابارامكو احباط صراحه شكلي بخسر,"['اكتابارامكو', 'احباط', 'صراحه', 'شكلي', 'بخسر']",Not Given
3/2/2020 10:29,السعر اليوم دون تكلفة #اكتتاب_ارامكو كــذاب مثل ابــوه ,1.23e+18,Negative,Not Given,السعر اليوم دون تكلفه اكتابارامكو كذاب مثل ابوه ,"['السعر', 'اليوم', 'دون', 'تكلفه', 'اكتابارامكو', 'كذاب', 'مثل', 'ابوه']",Not Given
3/1/2020 22:29,تقصد اكتتاب اسهم ارامكو .. لان الفرق بينك وبين المكتتب الأساسي .. نص ريال,1.23e+18,Natural,Not Given,تقصد اكتاب اسهم ارامكو لان الفرق بينك وبين المكتب الاساسي نص ريال,"['تقصد', 'اكتاب', 'اسهم', 'ارامكو', 'لان', 'الفرق', 'بينك', 'وبين', 'المكتب', 'الاساسي', 'نص', 'ريال']",Not Given
